"ENSEMBL","fc","adj.P.Val"
"ENSG00000117632",-1.80033434209043,0.000137786755571691
"ENSG00000197579",-2.18588737444432,0.000173201310141344
"ENSG00000272716",3.84690621576676,0.000224581716759904
"ENSG00000248483",30.2909529726865,0.000263313154754941
"ENSG00000000003",13.3971647337873,0.000274394314415506
"ENSG00000260271",-3.94145026569825,0.000256482575964852
"ENSG00000200651",7.35007466431505,0.0002767827585992
"ENSG00000205683",4.24097745407328,0.000258666792403195
"ENSG00000099365",3.82123957176069,0.000250192386480057
"ENSG00000181827",-2.59113759280897,0.000173030863845895
"ENSG00000171777",2.47361319907611,0.000202737418163828
"ENSG00000168575",1.91049673707796,0.000163379984408364
"ENSG00000058729",-1.9051660328477,0.000168451223109879
"ENSG00000234742",2.60967352703962,0.000173030863845895
"ENSG00000196976",1.6988319065806,0.000150242602344574
"ENSG00000137500",-2.56217895019403,0.000165450881017911
"ENSG00000183741",-2.06915245894188,0.000161261418280032
"ENSG00000141452",-2.15212326795297,0.000175314044093413
"ENSG00000092531",-2.90356412401865,0.000175639192449858
"ENSG00000277972",2.00952224375032,0.000149095524482275
"ENSG00000146112",-2.37094936781164,0.000148391816776991
"ENSG00000132589",1.71790886370886,0.000144059128026426
"ENSG00000275162",12.3257766351847,0.000277992543520235
"ENSG00000214106",-2.72919440437645,0.00020320439746371
"ENSG00000260220",-4.02111214360461,0.000251976947423243
"ENSG00000013275",1.71459310921805,0.000143909682198214
"ENSG00000120709",-1.86590979328918,0.000164361983698281
"ENSG00000213889",2.64793651993809,0.000193204571904966
"ENSG00000156110",-1.8062907415542,0.000158682320971882
"ENSG00000184787",1.86994883631004,0.000144288875297822
"ENSG00000100122",-5.49983400254749,0.000280560961816531
"ENSG00000100024",-10.0112282139252,0.000280661115854995
"ENSG00000166004",3.07009011063933,0.000173267794334836
"ENSG00000234072",1.88806260397023,0.000164130546691592
"ENSG00000168734",-3.08558077068638,0.000174943445279988
"ENSG00000151835",-2.23865974286613,0.000171183163997091
"ENSG00000197620",-2.42892640160404,0.000182068819342732
"ENSG00000205038",4.2176850581565,0.000259733058329753
"ENSG00000159199",1.9309218198123,0.000145340867913575
"ENSG00000151092",-2.03725327635831,0.00016193027481494
"ENSG00000103363",2.26971650594265,0.000144326605833129
"ENSG00000287966",4.67965382223832,0.000273170237807109
"ENSG00000078237",-5.51683261837791,0.000262515976579762
"ENSG00000144802",-3.61536272523114,0.000246216638761798
"ENSG00000136942",2.44084575739205,0.000139322126734954
"ENSG00000120885",60.9008800020448,0.000281952904359041
"ENSG00000162521",-2.58421538181154,0.0001508837756212
"ENSG00000151233",3.01295609175793,0.000205986505914001
"ENSG00000250155",-18.2177518178642,0.00028054206028016
"ENSG00000055332",-2.15084698966314,0.000171635184342717
"ENSG00000140368",-5.27111907440375,0.000280560961816531
"ENSG00000165516",-2.39040566114874,0.00017773677760302
"ENSG00000189308",-2.14980311891543,0.000186605383011927
"ENSG00000154153",-4.85624416532938,0.000263603107156568
"ENSG00000135363",1.92059175458325,0.000155580687885661
"ENSG00000253368",4.31230862272196,0.000272786571007783
"ENSG00000182600",3.05844179783875,0.000250944820076533
"ENSG00000138071",-3.27943547857714,0.000150765386032184
"ENSG00000161835",2.45930440478041,0.000204542906190481
"ENSG00000112367",-2.03272582758524,0.000194482121581216
"ENSG00000100911",-1.92632480903578,0.000150153111995775
"ENSG00000284770",4.91378327028788,0.000246067998747739
"ENSG00000155926",-8.58176675191049,0.000292409151399134
"ENSG00000172780",-5.31040918805847,0.000278957788865917
"ENSG00000186603",-6.3133262893652,0.000291167016779716
"ENSG00000278126",3.43380782229664,0.000259295584329499
"ENSG00000283118",19.0672010341235,0.000289585636588026
"ENSG00000147400",-2.3324033919891,0.000188646537817554
"ENSG00000146677",2.40717320431363,0.000169196693308805
"ENSG00000242488",21.635181747035,0.000278957788865917
"ENSG00000182256",2.99165045508372,0.000212602714177841
"ENSG00000161021",-2.60254956707353,0.000177847133262636
"ENSG00000100263",2.02961392562785,0.000166351869408929
"ENSG00000106263",1.68347357572637,0.000144727474997968
"ENSG00000125912",1.83334500288872,0.0001508837756212
"ENSG00000234384",7.92756133214823,0.000295919956019269
"ENSG00000100485",-3.63179390372311,0.000208383344602258
"ENSG00000119888",2.83807560583439,0.000175789218930363
"ENSG00000263535",-3.47602504458417,0.000208585163166217
"ENSG00000261584",3.57932968134256,0.000239571969866738
"ENSG00000286401",17.0218413486273,0.000282364999280916
"ENSG00000204435",1.86097658183677,0.000175455257506763
"ENSG00000137713",-2.03319923739491,0.00017130264750134
"ENSG00000099341",1.93404449064364,0.00014973406259591
"ENSG00000110906",-2.14982402080719,0.000170771800889863
"ENSG00000099800",2.16223452201793,0.00014961706815667
"ENSG00000125445",1.84539997807391,0.000154340987790604
"ENSG00000165102",-2.30207650929578,0.000201199600518762
"ENSG00000272602",1.86881964614875,0.000172244688924412
"ENSG00000125520",-1.67943442447418,0.000160800235395793
"ENSG00000224659",10.9852850368558,0.000299825284895212
"ENSG00000200732",42.0694675365481,0.000295305570600607
"ENSG00000126216",-3.13343056544321,0.000173780176510737
"ENSG00000183617",2.51875934622898,0.000162853215229442
"ENSG00000204147",3.40001703604805,0.000227480570542836
"ENSG00000154620",-13.6197804067107,0.000299268712702886
"ENSG00000106692",-2.09953418402423,0.000208894943908165
"ENSG00000096872",-7.27022025520191,0.000298482470354802
"ENSG00000250682",2.9315324637212,0.000261187638918157
"ENSG00000213757",2.83936305789046,0.000201428617136177
"ENSG00000109685",-1.96718009262231,0.000156758534849194
"ENSG00000226360",1.97206253457034,0.000175455257506763
"ENSG00000286989",4.20696632277841,0.000264650346561476
"ENSG00000187778",1.77655235607597,0.000155968006962594
"ENSG00000189171",2.31749636728249,0.000164786537384683
"ENSG00000180539",-19.0887784543096,0.000301902449957279
"ENSG00000161328",2.3166532676281,0.000216786538781779
"ENSG00000160055",2.49170627664272,0.000211193142544827
"ENSG00000065911",-2.47146154139535,0.000159367933435288
"ENSG00000215915",2.61376969430638,0.000208524205501096
"ENSG00000135338",-7.09999601074462,0.000302987057213888
"ENSG00000204149",2.55337736786058,0.000229842723163465
"ENSG00000243819",6.62212123065059,0.000277802253797219
"ENSG00000075218",-1.80953310944573,0.000169482445331372
"ENSG00000019485",3.00830599974722,0.000258969275233762
"ENSG00000228519",1.71821907546111,0.000171475753488084
"ENSG00000070610",-1.86177798753673,0.000179168803045698
"ENSG00000064545",1.91982260336684,0.00016193027481494
"ENSG00000284946",-6.03154853169901,0.000280708518200898
"ENSG00000127483",-1.76888504889548,0.000161261418280032
"ENSG00000122257",2.35471584251583,0.000159367933435288
"ENSG00000104679",2.00672359314509,0.00016763876981557
"ENSG00000053501",2.1422350539631,0.000166828049626856
"ENSG00000171109",-2.24014831803325,0.000190692864099613
"ENSG00000183605",1.77817453513634,0.000168926903135934
"ENSG00000138398",2.73909323441605,0.000154931197565922
"ENSG00000169696",2.19555025660483,0.000163465418219182
"ENSG00000255236",7.7741167914915,0.000306913060377586
"ENSG00000158290",-2.21564402660538,0.00019133514074055
"ENSG00000270894",17.8305399391911,0.000296317468385204
"ENSG00000125967",1.86699262510816,0.000175456251733359
"ENSG00000174132",-6.93595547598674,0.000307471880395056
"ENSG00000196396",-2.03030944006741,0.000171936726841507
"ENSG00000005022",-1.62072030945987,0.000155301264034766
"ENSG00000111276",-3.030478126117,0.000185227562192377
"ENSG00000167992",-2.46671488867453,0.000189776926601388
"ENSG00000251550",7.93400699230426,0.000308483549540874
"ENSG00000115541",1.7748078327455,0.000160861144367092
"ENSG00000167637",2.19590426951072,0.000216233416684742
"ENSG00000068438",-1.86335837659357,0.000174506501530354
"ENSG00000267416",11.2276038860741,0.000311303137713697
"ENSG00000051341",-2.1849705213779,0.00019133514074055
"ENSG00000062194",-1.94999646260368,0.000173207639785966
"ENSG00000104979",1.79329945297573,0.000160533444324756
"ENSG00000286639",6.96243053833274,0.000311447237159927
"ENSG00000159842",2.31248028460286,0.000201129427265216
"ENSG00000168301",-2.84983580568435,0.000252578050493679
"ENSG00000139174",-3.34240658427252,0.000262470498058689
"ENSG00000260436",31.5123959678359,0.000311550517775156
"ENSG00000269743",-2.91725503802349,0.000263175899144224
"ENSG00000163781",-2.33496227857275,0.000174677607029824
"ENSG00000250582",-12.5207242766053,0.000306378448415722
"ENSG00000156265",-13.9940084838137,0.000310836412283506
"ENSG00000143149",-2.11513634271161,0.000177286476970993
"ENSG00000162066",2.12983533782075,0.000174677607029824
"ENSG00000112977",-2.6238029998529,0.000173283368830247
"ENSG00000285527",33.5896391788892,0.000301992957083737
"ENSG00000183242",3.6840225428551,0.000293039139486478
"ENSG00000196724",-23.0781648738914,0.00031638668171066
"ENSG00000106853",3.01455932656385,0.000250636486521152
"ENSG00000131779",-2.2056556706371,0.000193726933575117
"ENSG00000124383",1.88261959104092,0.000167817062582293
"ENSG00000243403",2.58525571229232,0.000209678016103585
"ENSG00000113272",1.87693168934115,0.000187126874955632
"ENSG00000176542",-3.14545272393939,0.000230618646576467
"ENSG00000167792",2.20796040186066,0.000158075982868266
"ENSG00000242170",21.4805071779136,0.000313100175183504
"ENSG00000229356",-4.89752560338824,0.000313023531722916
"ENSG00000288714",5.36320647673165,0.000315966426758381
"ENSG00000135052",2.15987939031248,0.000200833375825951
"ENSG00000164691",-6.33836087978943,0.00031338568922914
"ENSG00000228081",-12.9969222269373,0.000314492569507152
"ENSG00000148291",2.54276979487303,0.000174886456730117
"ENSG00000250829",2.99540831168432,0.000242568615328827
"ENSG00000273382",4.91961572214614,0.000268956675200658
"ENSG00000146540",1.85706897632003,0.000167817062582293
"ENSG00000127564",1.78401195111013,0.000165685584290171
"ENSG00000159713",19.2056831681449,0.000322992280676281
"ENSG00000137501",9.35408210333014,0.000322941634524439
"ENSG00000131236",-1.84160411416132,0.000166507615626648
"ENSG00000171522",-6.49345676494115,0.000319246620983159
"ENSG00000236540",3.72830037563917,0.000228555348829795
"ENSG00000262136",6.33187867782214,0.000313548991670733
"ENSG00000269713",-1.88108594832077,0.000189595753537274
"ENSG00000236058",3.39012344953044,0.000202168616310844
"ENSG00000169718",1.65755846854,0.000163239899843902
"ENSG00000181090",-2.04017051999062,0.000179081129893823
"ENSG00000122861",-3.67379148513006,0.000292559555989182
"ENSG00000124151",-2.46077498190019,0.000207095828046764
"ENSG00000146733",-1.94154789282326,0.000195061290578777
"ENSG00000113448",-8.25525938509745,0.000322016672578712
"ENSG00000173039",-2.17673157529365,0.000180487611939421
"ENSG00000113300",-2.12775762365901,0.000192557131611378
"ENSG00000145425",1.87052415744806,0.000158210934731392
"ENSG00000174749",-2.76287805433278,0.000202371441019324
"ENSG00000167863",1.84225862016447,0.00016659393627119
"ENSG00000162976",-2.24170217846177,0.000235866664416536
"ENSG00000092148",-1.88330411032435,0.000186192521589322
"ENSG00000197363",2.37733945471321,0.00023375822831586
"ENSG00000227355",4.61856672112006,0.000295244006998771
"ENSG00000102144",-1.87752833320866,0.00016193027481494
"ENSG00000213856",-5.99320126993681,0.000327643337762869
"ENSG00000286592",4.60738364343748,0.000323805174723362
"ENSG00000124664",16.5613050102109,0.000315283472313563
"ENSG00000188389",3.07271247219688,0.000279383792971413
"ENSG00000215784",-2.82300537845714,0.00018642388933342
"ENSG00000227525",2.47781567903916,0.000243215726370021
"ENSG00000244363",2.31977609184441,0.000186795659609586
"ENSG00000144824",-5.93119918096504,0.000326285008458453
"ENSG00000231689",4.38437109530434,0.00031638668171066
"ENSG00000166845",-2.67867543135341,0.000238157706180571
"ENSG00000094975",-2.33418514889876,0.000225076933606586
"ENSG00000188070",-2.20027690378473,0.000204012746096143
"ENSG00000167543",-2.10125993203927,0.000182040480048583
"ENSG00000106025",5.57880402818115,0.000309902502845481
"ENSG00000286018",-4.00799262417197,0.000312515877258642
"ENSG00000137845",-2.08089942647846,0.000193573770071468
"ENSG00000280385",-2.89229684927204,0.000285653450249297
"ENSG00000285857",65.6165011427303,0.000332238491379038
"ENSG00000257270",-4.75555812102718,0.000319776918585334
"ENSG00000138380",-3.37255964528141,0.000287582168021259
"ENSG00000161692",-1.82691416887719,0.00019133514074055
"ENSG00000269556",-2.74687068048231,0.000233024512325635
"ENSG00000222012",-12.9481283629164,0.000329686120547435
"ENSG00000235776",2.63812856413099,0.000207186163956505
"ENSG00000267655",3.93308221016517,0.000316349521427903
"ENSG00000146535",-2.27361690186318,0.000198936084314692
"ENSG00000138698",-2.10410340876323,0.000191618971409936
"ENSG00000087589",3.15513994944749,0.000256000165225382
"ENSG00000183943",-2.3719263882625,0.000201920059999238
"ENSG00000235459",2.1252057153433,0.000212142398222438
"ENSG00000151117",6.61594813991886,0.000339284697466297
"ENSG00000132793",2.78131275845273,0.000265424969922558
"ENSG00000229107",2.85304516674142,0.000244272701930685
"ENSG00000117298",2.04692986062158,0.000216443103616845
"ENSG00000115365",-2.58045292224063,0.000210230634766914
"ENSG00000282915",17.933076632059,0.00032921133045352
"ENSG00000154511",-3.33684102912462,0.000239701043501865
"ENSG00000166170",-1.98009163974555,0.00019825230942627
"ENSG00000084731",-3.33594277784381,0.000232270273508085
"ENSG00000254332",-3.34362023074557,0.000295904982068257
"ENSG00000225439",2.40480922732748,0.000249315477328732
"ENSG00000128266",-8.98840900984282,0.000343671466011636
"ENSG00000155858",-2.23398381250314,0.000223093101037024
"ENSG00000075142",-1.92443912443599,0.000190692864099613
"ENSG00000143627",2.31838056610582,0.000177334426174977
"ENSG00000218596",19.5267506060954,0.000330726116833988
"ENSG00000279203",7.34099320542226,0.000335118440398315
"ENSG00000168785",2.64528828713365,0.000276936072793586
"ENSG00000162783",1.91623494346818,0.000181076125557184
"ENSG00000255298",8.39511280021286,0.000344597246816645
"ENSG00000133812",-3.0898012297419,0.000243153910234396
"ENSG00000233750",25.0235920960344,0.000342128941230095
"ENSG00000169814",2.05692956874311,0.000229543774166133
"ENSG00000197498",1.94407229919889,0.000179719486981257
"ENSG00000184785",3.14936395274957,0.000261903575799983
"ENSG00000141294",2.83463550689491,0.000291167016779716
"ENSG00000007384",2.38393848354115,0.000252531858889507
"ENSG00000270194",3.88982372185177,0.00033114405888298
"ENSG00000111834",5.40477946732463,0.000338306289673769
"ENSG00000149016",2.30002179751786,0.000202475100607122
"ENSG00000179922",2.13661815126792,0.000206241066546426
"ENSG00000054267",3.34774901417519,0.000187536475120032
"ENSG00000176884",-4.63352852445927,0.000300625189492146
"ENSG00000197696",-3.50895681970498,0.0002760783724957
"ENSG00000275954",2.19584993782864,0.000249428007000182
"ENSG00000169155",2.06973987945033,0.000216598635726129
"ENSG00000238198",9.30606149219457,0.000342744395738322
"ENSG00000154479",6.66465273927392,0.000296317468385204
"ENSG00000104818",5.67978331791793,0.000349844913825246
"ENSG00000169689",1.87772865366267,0.000178592492864834
"ENSG00000173258",4.9932473810402,0.000347890809520183
"ENSG00000287260",5.67726313254167,0.00032976809327343
"ENSG00000204366",-2.20500342747874,0.000218455068116479
"ENSG00000042317",-3.20965304888996,0.000301740849377898
"ENSG00000184967",1.88152860251551,0.000182334065934009
"ENSG00000132471",-1.88552958685243,0.000186713847759103
"ENSG00000070950",-1.97924537192146,0.000207636933515632
"ENSG00000213047",2.84545979150716,0.000263739416121161
"ENSG00000123395",-1.73416477239684,0.000196335021850936
"ENSG00000286850",16.5471291774283,0.000345803550789523
"ENSG00000231006",3.1994599279634,0.000205746444027881
"ENSG00000274026",2.53198172037978,0.000239347326863448
"ENSG00000227992",4.3505421261238,0.000344559335960933
"ENSG00000178538",2.33145069852489,0.000203461569700346
"ENSG00000133134",4.3151733474299,0.000319863891679835
"ENSG00000276390",3.31403929819121,0.000320260591276798
"ENSG00000101347",-2.0407432986939,0.000214345757407433
"ENSG00000142208",-2.29991775982101,0.00019133514074055
"ENSG00000139631",2.02090763302979,0.000223093101037024
"ENSG00000106089",5.21894668974182,0.000295939379925923
"ENSG00000286654",3.71776009423195,0.000335031031817974
"ENSG00000248550",6.60482320864055,0.000354507528460194
"ENSG00000173638",1.83474176780327,0.000187720400264544
"ENSG00000185834",1.97331020084684,0.000189698624463713
"ENSG00000215252",2.09591797594857,0.000186950704333362
"ENSG00000110395",-3.10485141041173,0.000217505754260655
"ENSG00000198677",-1.83196102726751,0.000210098775151615
"ENSG00000232040",2.24353180824486,0.000252674152797768
"ENSG00000165269",6.07276920691801,0.000354632231134113
"ENSG00000164306",-2.31024748544815,0.000239031988626505
"ENSG00000163093",2.90956079785211,0.000256000165225382
"ENSG00000266472",1.83958312386172,0.000185877531010433
"ENSG00000171720",-1.73208257456588,0.000190089953715075
"ENSG00000102981",-2.47402670686729,0.000242008873098025
"ENSG00000197713",-2.34052769262549,0.000211019041690934
"ENSG00000175137",1.71378925319898,0.000191678699107572
"ENSG00000234928",-8.70050824582025,0.00036184233510265
"ENSG00000188388",3.09384618139317,0.000306378448415722
"ENSG00000204267",-2.03417959266629,0.000215560601697541
"ENSG00000085871",2.45472962667058,0.000217917416099774
"ENSG00000116199",2.01577655615528,0.000201358838044672
"ENSG00000215274",10.4690775206566,0.000364590880804516
"ENSG00000103351",2.20549082955533,0.000253125378428598
"ENSG00000236901",-2.28198873045043,0.00023033336070357
"ENSG00000141098",-1.83153082660817,0.000216266375615845
"ENSG00000286813",11.2543228563593,0.000358139446059548
"ENSG00000286959",5.69229950552116,0.000360764777803001
"ENSG00000148290",1.79813216826253,0.000201063046492746
"ENSG00000225300",12.4923563496461,0.000364317592477738
"ENSG00000277170",9.19713270054749,0.000355666872506007
"ENSG00000178177",-2.04198939604722,0.000245484766097839
"ENSG00000141562",1.91223525515103,0.000182445235153981
"ENSG00000148411",2.44171862337432,0.000226076475733758
"ENSG00000142700",3.30910520715813,0.000303641369789745
"ENSG00000279207",-2.97048346014237,0.000306378448415722
"ENSG00000102886",-3.55439305447409,0.000324187017608313
"ENSG00000046647",-2.13108433583504,0.000233961975261956
"ENSG00000120458",-2.23429051540448,0.000259737514434823
"ENSG00000175161",12.577819545006,0.000365625363995347
"ENSG00000085644",-2.24664627457903,0.0002309733628449
"ENSG00000141574",4.44584301838088,0.000344797181309543
"ENSG00000184675",-2.64446640820487,0.000257019611405373
"ENSG00000162601",-2.12743281712586,0.000234286327326312
"ENSG00000117139",-1.98989543130474,0.000203251841102775
"ENSG00000099901",1.59592078513983,0.000177036901786229
"ENSG00000118432",-14.5785998937608,0.000365625363995347
"ENSG00000274272",-3.59705279026713,0.000337796136251471
"ENSG00000226525",2.43699572531299,0.00022965202105794
"ENSG00000243943",-1.99656634209038,0.000217700645103242
"ENSG00000203709",4.14052796290081,0.000320197406186965
"ENSG00000165511",-3.90301566708566,0.000315283472313563
"ENSG00000156873",2.07142257528963,0.000197541804761679
"ENSG00000143870",-2.00100469552644,0.000187263179838582
"ENSG00000188060",-4.59914417388412,0.000362854410798866
"ENSG00000287719",2.51941901065639,0.000203798026222477
"ENSG00000100473",2.11598316415889,0.000224928713838081
"ENSG00000077585",-4.18019743447459,0.000335893345715164
"ENSG00000218208",2.71223382971779,0.000253125378428598
"ENSG00000147130",-2.09845469253212,0.000202189435846616
"ENSG00000165092",2.51213190048865,0.000224581716759904
"ENSG00000277741",3.47196279829067,0.000316950410855004
"ENSG00000163346",-1.87801145623712,0.000223084865008297
"ENSG00000156467",1.82517912567484,0.000185514070892587
"ENSG00000106246",2.20630950294197,0.000246291144955455
"ENSG00000178715",6.24717188930678,0.00036481644136214
"ENSG00000163131",-2.51847939532225,0.000235207021822761
"ENSG00000155307",2.6420726053536,0.000202737418163828
"ENSG00000163743",-2.45913292197526,0.000234187441178369
"ENSG00000274383",7.61311208786047,0.000299516826057061
"ENSG00000104419",-2.18019909462733,0.000258625588026015
"ENSG00000133114",-2.27763049374974,0.000233060899882451
"ENSG00000132530",-13.9492936335234,0.000374216843226649
"ENSG00000132646",-2.08855879797177,0.000188088645455102
"ENSG00000130303",1.97003827630671,0.000190692864099613
"ENSG00000164347",-2.28034025719964,0.000231625874370439
"ENSG00000270788",-9.58759743860697,0.000379138994035616
"ENSG00000227345",-2.75034596765933,0.000228230323962066
"ENSG00000146700",2.83437519052,0.000299904020315477
"ENSG00000164405",2.15789095657602,0.000199079169145457
"ENSG00000158062",2.04689112004617,0.000203520259227111
"ENSG00000101104",-1.98256153433113,0.00021563279143911
"ENSG00000166889",-3.25364441240612,0.000216379827206611
"ENSG00000077254",-1.85917977274103,0.000227537334667792
"ENSG00000288093",6.71223046438597,0.000366156785510958
"ENSG00000158373",2.29840238584317,0.000270707226741899
"ENSG00000269918",-25.286580364608,0.000375122134474969
"ENSG00000126653",2.50066772491203,0.000199375040786102
"ENSG00000273428",-9.07959582717516,0.0003817689179826
"ENSG00000223884",33.5312325231587,0.000381407180645493
"ENSG00000101191",-2.28393256970247,0.00021089510107365
"ENSG00000260290",-2.46271626370832,0.000275368918684286
"ENSG00000241741",2.33858969679246,0.000219690968930405
"ENSG00000152492",-2.33885818952331,0.000218455068116479
"ENSG00000133704",-2.22797815315919,0.000227183140162592
"ENSG00000104381",8.78833849266822,0.000376214436776629
"ENSG00000261669",10.3342462016543,0.000382195442136942
"ENSG00000182504",-2.27344799804212,0.000267962082412403
"ENSG00000213385",4.66983799285753,0.000371905927096261
"ENSG00000168140",3.32307801982628,0.000268956675200658
"ENSG00000205531",-1.68535000322502,0.000194066710848435
"ENSG00000142449",6.63801532150444,0.000382709449394258
"ENSG00000131143",1.85269464098221,0.00018454999350395
"ENSG00000157181",1.84982699604826,0.000222221257481198
"ENSG00000287312",8.87509594757204,0.000375703277687171
"ENSG00000234268",2.79020283551027,0.000257311598561222
"ENSG00000122642",2.54099548504769,0.000243622423690241
"ENSG00000254004",-2.47779576054138,0.000249478739606259
"ENSG00000203710",4.34729549711521,0.000352314705262428
"ENSG00000122778",-4.67802645093863,0.000322907882420424
"ENSG00000051825",-1.81989319643253,0.000225757248289057
"ENSG00000204351",1.82928756002584,0.000199375040786102
"ENSG00000135093",-2.206798617796,0.00026375590396638
"ENSG00000232044",25.9761060579684,0.000386034228432365
"ENSG00000226363",4.29735305348542,0.00035813583673179
"ENSG00000119242",-2.21334792243133,0.000240973047680885
"ENSG00000120217",-11.1778526185026,0.000386642010247843
"ENSG00000143157",-2.62453461579305,0.000219765017758556
"ENSG00000082996",-3.34462522869397,0.000281099399910881
"ENSG00000175164",2.65294208519172,0.000218455068116479
"ENSG00000163162",1.80484647041414,0.000224581716759904
"ENSG00000123338",-1.87926504680115,0.000205708936246269
"ENSG00000285278",4.20132193495156,0.000359734521608842
"ENSG00000101868",-2.19034859957841,0.000225503102642366
"ENSG00000166848",-1.82748195454967,0.000210233954935541
"ENSG00000115461",19.7498340605645,0.000387063442020443
"ENSG00000245750",22.2370221173762,0.000385168798263178
"ENSG00000100982",-1.82933466956803,0.000215829611454716
"ENSG00000266644",11.4256184079258,0.000393165962551672
"ENSG00000223855",-3.89023398195819,0.000350559759268266
"ENSG00000113048",-1.70026826901615,0.000209175695405728
"ENSG00000138593",-2.1575340900167,0.000262012804752006
"ENSG00000203326",-2.22425132906298,0.000269868276556315
"ENSG00000227877",6.5741818805754,0.000392579586669186
"ENSG00000108953",-1.97180157513787,0.00019133514074055
"ENSG00000163898",2.65887822668627,0.000300206922770285
"ENSG00000284634",-3.17083727089142,0.000337111347074061
"ENSG00000224550",2.5096791428042,0.000306378448415722
"ENSG00000167645",1.83123100042113,0.000199996307718001
"ENSG00000241468",1.94264117696889,0.000197988989752399
"ENSG00000182952",-2.92033657490723,0.000224581716759904
"ENSG00000197121",-6.42963433690001,0.000389568559577523
"ENSG00000229806",3.13298157462901,0.000321917597139544
"ENSG00000123810",2.01526175927213,0.000255696002802121
"ENSG00000101365",1.85239363420465,0.000199375040786102
"ENSG00000181007",-2.11269242000881,0.000262746159018882
"ENSG00000281691",18.1238745307282,0.000405156208222595
"ENSG00000144747",-2.0262153926118,0.00025736618626323
"ENSG00000288552",4.24810495162281,0.000371625858549437
"ENSG00000133731",-2.24764012338034,0.000246674904671648
"ENSG00000249669",5.88557153730135,0.000394867498068576
"ENSG00000262814",2.76433965507274,0.000216379827206611
"ENSG00000167657",1.82650433195104,0.000207126059379148
"ENSG00000167799",2.5992764499568,0.000251249760992566
"ENSG00000066455",-2.60504321503922,0.000268482252924896
"ENSG00000131389",-3.41861838806718,0.000249294673357847
"ENSG00000078070",-1.85483530047074,0.00023700418275826
"ENSG00000285627",30.569385367744,0.000403981558792271
"ENSG00000174886",2.07297182149934,0.000223093101037024
"ENSG00000186446",-3.54388997632591,0.000362699211867016
"ENSG00000266933",3.49607789643135,0.000374382456988165
"ENSG00000173567",-6.12096747143917,0.000388155175358246
"ENSG00000185112",-5.23222001033024,0.000394832660418782
"ENSG00000107745",-1.82300498813734,0.000217995604573511
"ENSG00000116001",-1.92417676590161,0.000224928713838081
"ENSG00000259916",8.07042726623869,0.000408721377347585
"ENSG00000170049",-2.61806611105995,0.00029200451280829
"ENSG00000131323",-1.97816023813628,0.000228612565761255
"ENSG00000185065",3.17213917101852,0.00033114405888298
"ENSG00000105953",-2.0130297493667,0.000216523936164471
"ENSG00000070366",-2.79096678379564,0.000263739416121161
"ENSG00000272455",2.23841520024244,0.000271706322244449
"ENSG00000119401",-2.64501202046893,0.000254264150382182
"ENSG00000120526",-2.14960932968073,0.000234286327326312
"ENSG00000090382",-4.21422328102552,0.000364512737868514
"ENSG00000131652",1.69549388616787,0.000208205165363493
"ENSG00000173120",-1.87970906905128,0.000216083710509951
"ENSG00000154274",28.2884602468447,0.000408502626604695
"ENSG00000204960",-11.8815513059739,0.000411422596140391
"ENSG00000228623",9.88514711654044,0.000413037416975487
"ENSG00000161542",-1.71156070300732,0.000222232042726738
"ENSG00000234284",-14.5491444911691,0.000409864792683668
"ENSG00000287238",11.9010135300552,0.000409685475679181
"ENSG00000135837",2.25797450920061,0.000237666261670047
"ENSG00000267082",4.20327265554972,0.000367173932618532
"ENSG00000077044",-1.71575718648592,0.000217993437777841
"ENSG00000100104",-1.92993735471314,0.000235857456013837
"ENSG00000186676",3.02792052359004,0.000357263295503001
"ENSG00000096092",-2.81365682226952,0.000258969275233762
"ENSG00000178035",-2.16899606262724,0.000293774491034799
"ENSG00000213862",2.31192598604022,0.000252906713022205
"ENSG00000233927",1.87023481189084,0.000198579323908514
"ENSG00000153574",-2.39649790675543,0.000225757248289057
"ENSG00000065150",-1.77321244265346,0.000206877500959968
"ENSG00000198040",-1.90416595823964,0.000249428007000182
"ENSG00000166803",2.0944338113166,0.000217779922360056
"ENSG00000226043",3.71804953461883,0.000380984696706937
"ENSG00000069329",-1.65524093693305,0.000212583960716978
"ENSG00000163710",2.76565296791718,0.000333890431071945
"ENSG00000079999",1.60915621150279,0.000208205165363493
"ENSG00000253706",2.44745625570764,0.000321440522674177
"ENSG00000261754",-12.6112905434685,0.000418362033237926
"ENSG00000103335",1.89560697471434,0.00020687463011872
"ENSG00000099795",2.44476910865723,0.000207186163956505
"ENSG00000271732",5.01520480265577,0.000383557129425034
"ENSG00000139190",-3.95536292429286,0.000315228053791464
"ENSG00000163848",-2.07444573262408,0.000258082633207879
"ENSG00000287264",16.4826357665937,0.000417676575551396
"ENSG00000138780",-2.92906284095739,0.000284339827514831
"ENSG00000107902",1.81297267943855,0.000241958873625136
"ENSG00000164091",-1.72557932024832,0.000213362795125988
"ENSG00000108107",2.15144038942873,0.000194804854722425
"ENSG00000255020",7.4970024486851,0.00041790820505199
"ENSG00000157625",-2.45970582959564,0.000278957788865917
"ENSG00000175600",2.65613639162273,0.000298194859399192
"ENSG00000094880",-2.64370515227887,0.000240795843540464
"ENSG00000156976",-2.68530040822892,0.000211931288658658
"ENSG00000236308",7.52507483063124,0.000424104977462148
"ENSG00000179988",2.05802205968337,0.000273799488205053
